title,Translated content,size_table
"Fashion Huppari","Mahtavaa Tee Jays -huippulaatua. Huppari on paksua, tuplavärjättyä kangasta, jossa värit kestävät.

• 70 % rengaskehrättyä pitkäkuituista egyptiläistä kampapuuvillaa, 30 % polyesteriä
• Paino: 310 g/m²
• Harjattu sisäpinta
• Tuplavärjätty
• Kolmilankakudottu, sileä ja pehmeä pinta
• Kaksinkertainen huppu
• Pesu 60°C
• Valmistusmaa Bangladesh
• Tullikoodi 61102091

Koot: S - 3XL","<table>
<tr>
<td>Koko</td>
<td>Leveys cm*</td>
<td>Pituus cm**</td>
</tr>
<tr>
<td>S</td>
<td>54</td>
<td>67</td>
</tr>
<tr>
<td>M</td>
<td>58</td>
<td>70</td>
</tr>
<tr>
<td>L</td>
<td>62</td>
<td>73</td>
</tr>
<tr>
<td>XL</td>
<td>65</td>
<td>75</td>
</tr>
<tr>
<td>XXL</td>
<td>68</td>
<td>77</td>
</tr>
<tr>
<td>3XL</td>
<td>71</td>
<td>79</td>
</tr>
<tr>
<td>Tol+/-</td>
<td>1,5</td>
<td>1,5</td>
</tr>
</table>
<p>* Leveys tuotteen reunasta reunaan hihojen alapuolelta</p>
<p>** Pituus olkapään korkeimmasta kohdasta alareunaan</p>"
"Naisten Fashion Huppari","Mahtavaa Tee Jays -huippulaatua. Huppari on paksua, tuplavärjättyä kangasta, jossa värit kestävät.

• 70 % rengaskehrättyä pitkäkuituista egyptiläistä kampapuuvillaa, 30 % polyesteriä
• Paino: 310 g/m²
• Harjattu sisäpinta
• Tuplavärjätty
• Kolmilankakudottu, sileä ja pehmeä pinta
• Kaksinkertainen huppu
• Pesu 60°C
• Valmistusmaa Bangladesh
• Tullikoodi 61102099

Koot: S - XXL","<table>
<tr>
<td>Koko</td>
<td>Leveys cm*</td>
<td>Pituus cm**</td>
</tr>
<tr>
<td>S</td>
<td>48</td>
<td>62</td>
</tr>
<tr>
<td>M</td>
<td>50</td>
<td>64</td>
</tr>
<tr>
<td>L</td>
<td>52</td>
<td>66</td>
</tr>
<tr>
<td>XL</td>
<td>54</td>
<td>68</td>
</tr>
<tr>
<td>XXL</td>
<td>56</td>
<td>70</td>
</tr>
<tr>
<td>Tol+/-</td>
<td>1,5</td>
<td>1,5</td>
</tr>
</table>
<p>* Leveys tuotteen reunasta reunaan hihojen alapuolelta</p>
<p>** Pituus olkapään korkeimmasta kohdasta alareunaan</p>"
"Fashion Vetoketjuhuppari","Tuplavärjätty, sileä ja pehmeäpintainen laadukas vetoketjuhuppari.

• 70 % rengaskehrättyä egyptiläistä puuvillaa, 30 % polyesteriä
• Paino: 310 g/m²
• Lycraa® sisältävät resorit helmassa ja hihansuissa
• Kaksoistikkaukset
• Harjattu sisäpinta
• Tuplavärjätty
• Kolmilankakudottu, sileä ja pehmeä pinta
• Valmistusmaa Bangladesh
• Tullikoodi 61102091

Koot: S - 3XL","<table>
<tr>
<td>Koko</td>
<td>Leveys cm*</td>
<td>Pituus cm**</td>
</tr>
<tr>
<td>S</td>
<td>55</td>
<td>67</td>
</tr>
<tr>
<td>M</td>
<td>58</td>
<td>69</td>
</tr>
<tr>
<td>L</td>
<td>61</td>
<td>71</td>
</tr>
<tr>
<td>XL</td>
<td>64</td>
<td>73</td>
</tr>
<tr>
<td>XXL</td>
<td>67</td>
<td>75</td>
</tr>
<tr>
<td>3XL</td>
<td>70</td>
<td>77</td>
</tr>
<tr>
<td>Tol+/-</td>
<td>1,5</td>
<td>1,5</td>
</tr>
</table>
<p>* Leveys tuotteen reunasta reunaan hihojen alapuolelta</p>
<p>** Pituus olkapään korkeimmasta kohdasta alareunaan</p>"
"Naisten Fashion Vetoketjuhuppari","Tuplavärjätty, sileä ja pehmeäpintainen laadukas vetoketjuhuppari.

• 70 % rengaskehrättyä egyptiläistä puuvillaa, 30 % polyesteriä
• Paino: 310 g/m²
• Lycraa® sisältävät resorit helmassa ja hihansuissa
• Kaksoistikkaukset
• Harjattu sisäpinta
• Tuplavärjätty
• Kolmilankakudottu, sileä ja pehmeä pinta
• Valmistusmaa Bangladesh
• Tullikoodi 61102099

Koot: S - XXL","<table>
<tr>
<td>Koko</td>
<td>Leveys cm*</td>
<td>Pituus cm**</td>
</tr>
<tr>
<td>S</td>
<td>48</td>
<td>62</td>
</tr>
<tr>
<td>M</td>
<td>50</td>
<td>64</td>
</tr>
<tr>
<td>L</td>
<td>52</td>
<td>66</td>
</tr>
<tr>
<td>XL</td>
<td>54</td>
<td>68</td>
</tr>
<tr>
<td>XXL</td>
<td>56</td>
<td>70</td>
</tr>
<tr>
<td>Tol+/-</td>
<td>1,5</td>
<td>1,5</td>
</tr>
</table>
<p>* Leveys paidan reunasta reunaan hihojen alapuolelta</p>
<p>** Pituus olkasaumasta helmaan</p>
<p></p>"
"Half Zip Collegepaita","Klassinen Zip Neck-collegepaita. Kangas tuplavärjätty ja kolmilankakudottu.

• 70 % rengaskehrättyä puuvillaa, 30 % polyesteriä
• Paino: 310-320 g/m²
• Joustavat resorit hihansuissa ja helmassa
• Harjattu sisäpinta
• Vetoketjullinen pystykaulus
• Valmistusmaa Bangladesh
• Tullikoodi 61102091

Koot: S - 3XL","<table>
<tr>
<td>Koko</td>
<td>Leveys cm*</td>
<td>Pituus cm**</td>
</tr>
<tr>
<td>S</td>
<td>52</td>
<td>70</td>
</tr>
<tr>
<td>M</td>
<td>55</td>
<td>72</td>
</tr>
<tr>
<td>L</td>
<td>58</td>
<td>74</td>
</tr>
<tr>
<td>XL</td>
<td>61</td>
<td>76</td>
</tr>
<tr>
<td>XXL</td>
<td>64</td>
<td>77</td>
</tr>
<tr>
<td>3XL</td>
<td>67</td>
<td>80</td>
</tr>
<tr>
<td>Tol+/-</td>
<td>1,5</td>
<td>1,5</td>
</tr>
</table>
<p>* Leveys tuotteen reunasta reunaan hihojen alapuolelta</p>
<p>** Pituus selästä olkapään korkeimmasta kohdasta alareunaan</p>"
"Full Zip Collegetakki","Upea luksuscollegetakki, jossa vetoketjulliset taskut. Collegetakin kangas on tuplavärjätty ja kolmilankakudottu.

• 70 % rengaskehrättyä puuvillaa, 30 % polyesteriä
• Paino: 310-320 g/m²
• Joustavat resorit hihansuissa ja helmassa
• Harjattu sisäpinta
• Kaksi vetoketjullista etutaskua
• Valmistusmaa Bangladesh
• Tullikoodi 61102099

Koot: XS - 3XL (Black XS - 5XL)","<table>
<tr>
<td>Koko</td>
<td>Leveys cm*</td>
<td>Pituus cm**</td>
</tr>
<tr>
<td>XS</td>
<td>49</td>
<td>68</td>
</tr>
<tr>
<td>S</td>
<td>52</td>
<td>70</td>
</tr>
<tr>
<td>M</td>
<td>55</td>
<td>72</td>
</tr>
<tr>
<td>L</td>
<td>58</td>
<td>74</td>
</tr>
<tr>
<td>XL</td>
<td>61</td>
<td>76</td>
</tr>
<tr>
<td>XXL</td>
<td>64</td>
<td>77</td>
</tr>
<tr>
<td>3XL</td>
<td>67</td>
<td>80</td>
</tr>
<tr>
<td>4XL</td>
<td>70</td>
<td>81</td>
</tr>
<tr>
<td>5XL</td>
<td>73</td>
<td>82</td>
</tr>
<tr>
<td>Tol+/-</td>
<td>1,5</td>
<td>1,5</td>
</tr>
</table>
<p>* Leveys tuotteen reunasta reunaan hihojen alapuolelta</p>
<p>** Pituus selästä olkapään korkeimmasta kohdasta alareunaan</p>"
"Ribbed Interlock College","Laadukas ribatusta interlock-materiaalista valmistettu college.

• 80 % rengaskehrättyä puuvillaa, 20 % polyesteriä
• 365 g/m²
• O-kaula-aukko
• Hihansuissa ja helmassa elastaania sisältävät resorit
• Niskassa vahvikenauha
• Valmistusmaa Bangladesh
• Tullikoodi 61102091

Koot: S - 3XL","<table>
<tr>
<td>Koko</td>
<td>Leveys cm*</td>
<td>Pituus cm**</td>
</tr>
<tr>
<td>S</td>
<td>54</td>
<td>68</td>
</tr>
<tr>
<td>M</td>
<td>57</td>
<td>70</td>
</tr>
<tr>
<td>L</td>
<td>60</td>
<td>72</td>
</tr>
<tr>
<td>XL</td>
<td>63</td>
<td>74</td>
</tr>
<tr>
<td>XXL</td>
<td>66</td>
<td>76</td>
</tr>
<tr>
<td>3XL</td>
<td>69</td>
<td>78</td>
</tr>
<tr>
<td>Tol+/-</td>
<td>1,5</td>
<td>1,5</td>
</tr>
</table>
<p>* Tuotteen reunasta reunaan 1 cm hihojen alapuolelta</p>
<p>** Etupuolelta olkapään korkeimmasta kohdasta tuotteen alareunaan</p>"
"Ribbed Interlock Half Zip","Laadukas ribatusta interlock-materiaalista valmistettu puolivetoketjullinen college.

• 80 % rengaskehrättyä puuvillaa, 20 % polyesteriä
• 365 g/m²
• Pystykaulus, jossa SBS vetoketju
• Hihansuissa ja helmassa elastaania sisältävät resorit
• Niskassa vahvikenauha
• Valmistusmaa Bangladesh
• Tullikoodi 61102091

Koot: S - 3XL","<table>
<tr>
<td>Koko</td>
<td>Leveys cm*</td>
<td>Pituus cm**</td>
</tr>
<tr>
<td>S</td>
<td>52</td>
<td>69</td>
</tr>
<tr>
<td>M</td>
<td>55</td>
<td>71</td>
</tr>
<tr>
<td>L</td>
<td>58</td>
<td>73</td>
</tr>
<tr>
<td>XL</td>
<td>61</td>
<td>75</td>
</tr>
<tr>
<td>XXL</td>
<td>64</td>
<td>77</td>
</tr>
<tr>
<td>3XL</td>
<td>67</td>
<td>79</td>
</tr>
<tr>
<td>Tol+/-</td>
<td>1,5</td>
<td>1,5</td>
</tr>
</table>
<p>* Tuotteen reunasta reunaan 1 cm hihojen alapuolelta</p>
<p>** Etupuolelta olkapään korkeimmasta kohdasta tuotteen alareunaan</p>"
"Ribbed Interlock Vetoketjuhuppari","Ribbed Interlock -sarjan puuvilla-polyesterikankaasta valmistettu vetoketjuhuppari on mukavuuden ja muodin huipulla. 

• 80 % rengaskehrättyä puuvillaa, 20  polyesteriä
• 365 g/m²
• Kaksinkertainen huppu
• Kaksi sivutaskua
• SBS vetoketju
• Hihansuissa ja helmassa elastaania sisältävät resorit
• Niskassa vahvikenauha
• Valmistusmaa Bangladesh
• Tullikoodi 61102091

Koot: S - 3XL","<table>
<tr>
<td>Koko</td>
<td>Leveys cm*</td>
<td>Pituus cm**</td>
</tr>
<tr>
<td>S</td>
<td>55</td>
<td>68</td>
</tr>
<tr>
<td>M</td>
<td>58</td>
<td>70</td>
</tr>
<tr>
<td>L</td>
<td>61</td>
<td>72</td>
</tr>
<tr>
<td>XL</td>
<td>64</td>
<td>74</td>
</tr>
<tr>
<td>XXL</td>
<td>67</td>
<td>76</td>
</tr>
<tr>
<td>3XL</td>
<td>70</td>
<td>78</td>
</tr>
<tr>
<td>Tol+/-</td>
<td>1,5</td>
<td>1,5</td>
</tr>
</table>
<p>* Tuotteen reunasta reunaan 1 cm hihojen alapuolelta</p>
<p>** Etupuolelta olkapään korkeimmasta kohdasta tuotteen alareunaan</p>"
"Ribbed Interlock Collegehousut","Laadukkaasta ribatusta Interlock-materiaalista valmistetut collegehousut.

• 80 % rengaskehrättyä puuvillaa, 20  polyesteriä
• 365 g/m²
• Joustavassa vyötärössä säätönyöri
• Kaksi vetoketjullista taskua
• Valmistusmaa Bangladesh
• Tullikoodi 61034200

Koot: S - 3XL","<table>
<tr>
<td>Koko</td>
<td>Leveys cm*</td>
<td>Pituus cm**</td>
</tr>
<tr>
<td>S</td>
<td>37</td>
<td>101</td>
</tr>
<tr>
<td>M</td>
<td>38</td>
<td>103</td>
</tr>
<tr>
<td>L</td>
<td>40</td>
<td>105</td>
</tr>
<tr>
<td>XL</td>
<td>42</td>
<td>107</td>
</tr>
<tr>
<td>XXL</td>
<td>45</td>
<td>108</td>
</tr>
<tr>
<td>3XL</td>
<td>47</td>
<td>109</td>
</tr>
<tr>
<td>Tol+/-</td>
<td>1,5</td>
<td>1,5</td>
</tr>
</table>
<p>* Vyötärön leveys</p>
<p>** Kokonaispituus</p>"
"Athletic College","Laadukas Ahtletic-malliston collegepaita on valmistettu puuvilla/polyesteriseoksesta.

• 60 % rengaskehrättyä puuvillaa, 40 % polyesteriä
• 320-330 g/m²
• SBS vetoketju
• Vetoketjullinen tasku vasemmassa hihassa
• Helma ja resorit samaa materiaalia
• Harjaamaton sisäpinta
• Valmistusmaa Bangladesh
• Tullikoodi 61102091

Koot: S - 3XL","<table>
<tr>
<td>Koko</td>
<td>Leveys cm*</td>
<td>Pituus cm**</td>
</tr>
<tr>
<td>XS</td>
<td>46</td>
<td>67</td>
</tr>
<tr>
<td>S</td>
<td>49</td>
<td>69</td>
</tr>
<tr>
<td>M</td>
<td>52</td>
<td>71</td>
</tr>
<tr>
<td>L</td>
<td>55</td>
<td>73</td>
</tr>
<tr>
<td>XL</td>
<td>58</td>
<td>75</td>
</tr>
<tr>
<td>XXL</td>
<td>61</td>
<td>77</td>
</tr>
<tr>
<td>3XL</td>
<td>64</td>
<td>79</td>
</tr>
<tr>
<td>Tol+/-</td>
<td>1,5</td>
<td>1,5</td>
</tr>
</table>
<p>* Leveys tuotteen reunasta reunaan hihojen alapuolelta</p>
<p>** Pituus olkapään korkeimmasta kohdasta alareunaan</p>"
"Athletic Huppari","Laadukas Ahtletic-malliston huppari on valmistettu puuvilla/polyesteriseoksesta.

• 60 % rengaskehrättyä puuvillaa, 40 % polyesteriä
• 320-330 g/m²
• Kaksinkertainen huppu
• Harjaamaton sisäpinta
• Kengurutasku
• Vetoketjullinen tasku vasemmassa hihassa
• Helma ja resorit samaa materiaalia
• Valmistusmaa Bangladesh
• Tullikoodi 61102091

Koot: XS - 3XL","<table>
<tr>
<td>Koko</td>
<td>Leveys cm*</td>
<td>Pituus cm**</td>
</tr>
<tr>
<td>XS</td>
<td>49</td>
<td>67</td>
</tr>
<tr>
<td>S</td>
<td>52</td>
<td>69</td>
</tr>
<tr>
<td>M</td>
<td>55</td>
<td>71</td>
</tr>
<tr>
<td>L</td>
<td>58</td>
<td>73</td>
</tr>
<tr>
<td>XL</td>
<td>61</td>
<td>75</td>
</tr>
<tr>
<td>XXL</td>
<td>64</td>
<td>77</td>
</tr>
<tr>
<td>3XL</td>
<td>67</td>
<td>79</td>
</tr>
<tr>
<td>Tol+/-</td>
<td>1,5</td>
<td>1,5</td>
</tr>
</table>
<p>* Leveys tuotteen reunasta reunaan hihojen alapuolelta</p>
<p>** Pituus olkapään korkeimmasta kohdasta alareunaan</p>"
"Athletic Collegetakki","Laadukas Ahtletic-malliston hupparitakki on valmistettu puuvilla/polyesteriseoksesta.

• 60 % rengaskehrättyä puuvillaa, 40 % polyesteriä
• 320-330 g/m²
• Kaksi etutaskua
• Harjaamaton sisäpinta
• Suora malli, pystykaulus
• SBS vetoketju
• Vetoketjullinen tasku vasemmassa hihassa
• Resorit samaa materiaalia
• Valmistusmaa Bangladesh
• Tullikoodi 61102091

Koot: XS - 3XL","<table>
<tr>
<td>Koko</td>
<td>Leveys cm*</td>
<td>Pituus cm**</td>
</tr>
<tr>
<td>XS</td>
<td>49</td>
<td>67</td>
</tr>
<tr>
<td>S</td>
<td>52</td>
<td>69</td>
</tr>
<tr>
<td>M</td>
<td>55</td>
<td>71</td>
</tr>
<tr>
<td>L</td>
<td>58</td>
<td>73</td>
</tr>
<tr>
<td>XL</td>
<td>61</td>
<td>75</td>
</tr>
<tr>
<td>XXL</td>
<td>64</td>
<td>77</td>
</tr>
<tr>
<td>3XL</td>
<td>67</td>
<td>79</td>
</tr>
<tr>
<td>Tol+/-</td>
<td>1,5</td>
<td>1,5</td>
</tr>
</table>
<p>* Leveys tuotteen reunasta reunaan hihojen alapuolelta</p>
<p>** Pituus olkapään korkeimmasta kohdasta alareunaan</p>"
"Athletic Vetoketjuhuppari","Laadukas Ahtletic-malliston vetoketjuhuppari on valmistettu puuvilla/polyesteriseoksesta.

• 60 % rengaskehrättyä puuvillaa, 40 % polyesteriä
• 320-330 g/m²
• SBS vetoketju
• Harjaamaton sisäpinta
• Vetoketjullinen tasku vasemmassa hihassa
• Kaksi etutaskua
• Suora helma
• Resorit samaa materiaalia
• Valmistusmaa Bangladesh
• Tullikoodi 61102091

Koot: XS - 3XL","<table>
<tr>
<td>Koko</td>
<td>Leveys cm*</td>
<td>Pituus cm**</td>
</tr>
<tr>
<td>XS</td>
<td>49</td>
<td>67</td>
</tr>
<tr>
<td>S</td>
<td>52</td>
<td>69</td>
</tr>
<tr>
<td>M</td>
<td>55</td>
<td>71</td>
</tr>
<tr>
<td>L</td>
<td>58</td>
<td>73</td>
</tr>
<tr>
<td>XL</td>
<td>61</td>
<td>75</td>
</tr>
<tr>
<td>XXL</td>
<td>64</td>
<td>77</td>
</tr>
<tr>
<td>3XL</td>
<td>67</td>
<td>79</td>
</tr>
<tr>
<td>Tol+/-</td>
<td>1,5</td>
<td>1,5</td>
</tr>
</table>
<p>* Leveys tuotteen reunasta reunaan hihojen alapuolelta</p>
<p>** Pituus olkapään korkeimmasta kohdasta alareunaan</p>"
"Athletic Collegehousut","Laadukkaan Ahtletic-malliston collegehousut on valmistettu puuvilla/polyesteriseoksesta.

• 60 % rengaskehrättyä puuvillaa, 40 % polyesteriä
• 320-330 g/m²
• Vyötäröllä joustava säätönyöri
• Harjaamaton sisäpinta
• Kaksi vetoketjullista taskua
• Resorit samaa materiaalia
• Kapeampi malli
• Valmistusmaa Bangladesh
• Tullikoodi 61034200

Koot: XS - 3XL","<table>
<tr>
<td>Koko</td>
<td>Leveys cm*</td>
<td>Pituus cm**</td>
</tr>
<tr>
<td>XS</td>
<td>37</td>
<td>99</td>
</tr>
<tr>
<td>S</td>
<td>38</td>
<td>101</td>
</tr>
<tr>
<td>M</td>
<td>39</td>
<td>103</td>
</tr>
<tr>
<td>L</td>
<td>41</td>
<td>105</td>
</tr>
<tr>
<td>XL</td>
<td>43</td>
<td>107</td>
</tr>
<tr>
<td>XXL</td>
<td>45</td>
<td>108</td>
</tr>
<tr>
<td>3XL</td>
<td>47</td>
<td>109</td>
</tr>
<tr>
<td>Tol+/-</td>
<td>1,5</td>
<td>1,5</td>
</tr>
</table>
<p>* Vyötärön leveys</p>
<p>** Kokonaispituus</p>"
"Athletic Collegeshortsit","Laadukkaan Ahtletic-malliston shortsit on valmistettu puuvilla/polyesteriseoksesta.

• 60 % rengaskehrättyä puuvillaa, 40 % polyesteriä
• 320-330 g/m²
• Harjaamaton sisäpinta
• Silikonikäsittely
• Vyötäröllä joustava säätönyöri
• Kaksi taskua sivuilla ja takana vetoketjullinen tasku
• Valmistusmaa Bangladesh
• Tullikoodi 61034200

Koot: XS - 3XL","<table>
<tr>
<td>Koko</td>
<td>Leveys cm*</td>
<td>Pituus cm**</td>
</tr>
<tr>
<td>XS</td>
<td>37</td>
<td>46</td>
</tr>
<tr>
<td>S</td>
<td>38</td>
<td>48</td>
</tr>
<tr>
<td>M</td>
<td>39</td>
<td>50</td>
</tr>
<tr>
<td>L</td>
<td>41</td>
<td>52</td>
</tr>
<tr>
<td>XL</td>
<td>43</td>
<td>54</td>
</tr>
<tr>
<td>XXL</td>
<td>45</td>
<td>55</td>
</tr>
<tr>
<td>3XL</td>
<td>47</td>
<td>56</td>
</tr>
<tr>
<td>Tol+/-</td>
<td>1,5</td>
<td>1,5</td>
</tr>
</table>
<p>* Vyötärön leveys</p>
<p>** Kokonaispituus</p>"
"Naisten Interlock Tee","Pehmeä ja ylellisen tuntuinen T-paita, joka on valmistettu pitkäkuituisesta rengaskehrätystä puuvillasta. Sileäpintainen kangas on ihanteellinen painatukseen ja brodeeraukseen.

• 100 % pitkäkuituista rengaskehrättyä orgaanista kampapuuvillaa
• Paino: 220 g/m²
• Entsyymi- ja silikonipesty
• Muotoiltu malli
• Tuplakutistettu kangas
• Pyöristetty helma
• Pesu 60°C
• Valmistusmaa Bangladesh
• Tullikoodi 61091000

Koot: S - 3XL","<table>
<tr>
<td>Koko</td>
<td>Leveys cm*</td>
<td>Pituus cm**</td>
</tr>
<tr>
<td>S</td>
<td>42</td>
<td>63</td>
</tr>
<tr>
<td>M</td>
<td>44</td>
<td>65</td>
</tr>
<tr>
<td>L</td>
<td>46</td>
<td>67</td>
</tr>
<tr>
<td>XL</td>
<td>48</td>
<td>69</td>
</tr>
<tr>
<td>XXL</td>
<td>50</td>
<td>71</td>
</tr>
<tr>
<td>3XL</td>
<td>52</td>
<td>72</td>
</tr>
<tr>
<td>Tol+/-</td>
<td>1,5</td>
<td>1,5</td>
</tr>
</table>
<p>* Leveys tuotteen reunasta reunaan hihojen alapuolelta</p>
<p>** Pituus olkapään korkeimmasta kohdasta alareunaan</p>"
"Naisten PitkäHihainen Interlock Tee","Pitkähihainen Interlock Tee on valmistettu rengaskehrätystä pitkäkuituisesta orgaanisesta puuvillasta, joka tekee kankaasta sileäpintaisen. Miellyttävän pehmeä paita on ihanteellinen painatukseen ja brodeeraukseen.

• 100 % pitkäkuituista rengaskehrättyä kampapuuvillaa
• Paino: 220 g/m²
• Tuplatikkaukset
• Muotoiltu malli
• Entsyymi- ja silikonipesty
• Tuplakutistettu kangas
• Pesu 60°C
• Valmistusmaa Bangladesh
• Tullikoodi 61091000

Koot: S - 3XL","<table>
<tr>
<td>Koko</td>
<td>Leveys cm*</td>
<td>Pituus cm**</td>
</tr>
<tr>
<td>S</td>
<td>42</td>
<td>63</td>
</tr>
<tr>
<td>M</td>
<td>44</td>
<td>65</td>
</tr>
<tr>
<td>L</td>
<td>46</td>
<td>67</td>
</tr>
<tr>
<td>XL</td>
<td>48</td>
<td>69</td>
</tr>
<tr>
<td>XXL</td>
<td>50</td>
<td>71</td>
</tr>
<tr>
<td>3XL</td>
<td>52</td>
<td>72</td>
</tr>
<tr>
<td>Tol+/-</td>
<td>1,5</td>
<td>1,5</td>
</tr>
</table>
<p>* Leveys tuotteen reunasta reunaan hihojen alapuolelta</p>
<p>** Pituus olkapään korkeimmasta kohdasta alareunaan</p>"
"O-Aukkoinen Neule","Klassinen pyöreäkauluksinen neulepusero, joka on valmistettu ensiluokkaisesta italialaisesta merinovilla-polyakryylisekoituksesta. 

• 50 % merinovillaa, 50 % polyakryyliä
• Tiheys: 14 gauge
• Muotoiltu malli
• Laadukas italialainen lanka
• Istutetut hihat
• Pesu 40°C villaohjelmalla
• Valmistusmaa Bangladesh
• Tullikoodi 61101130

Koot: S - 3XL","<table>
<tr>
<td>Koko</td>
<td>Leveys cm*</td>
<td>Pituus cm**</td>
</tr>
<tr>
<td>S</td>
<td>48,5</td>
<td>69</td>
</tr>
<tr>
<td>M</td>
<td>51</td>
<td>70</td>
</tr>
<tr>
<td>L</td>
<td>53,5</td>
<td>71</td>
</tr>
<tr>
<td>XL</td>
<td>56</td>
<td>72</td>
</tr>
<tr>
<td>XXL</td>
<td>58,5</td>
<td>74</td>
</tr>
<tr>
<td>3XL</td>
<td>61</td>
<td>76</td>
</tr>
<tr>
<td>Tol+/-</td>
<td>1,5</td>
<td>1,5</td>
</tr>
</table>
<p>* Tuotteen reunasta reunaan hihojen alapuolelta</p>
<p>** Etupuolelta olkapään korkeimmasta kohdasta tuotteen alareunaan</p>"
"Half Zip Neule","Klassinen neulepusero on valmistettu ensiluokkaisesta italialaisesta merinovilla-polyakryylisekoituksesta. Yksinkertainen ja elegantti design tekee tästä näyttävän yhdessä kauluspaidan tai T-paidan kanssa.

• 50 % merinovillaa, 50 % polyakryyliä
• Tiheys: 14 gauge
• Muotoiltu malli
• Laadukas italialainen lanka
• Istutetut hihat
• Pesu 40°C villaohjelmalla
• Valmistusmaa Bangladesh
• Tullikoodi: 61101130


Koot: S - 3XL","<table>
<tr>
<td>Koko</td>
<td>Leveys cm*</td>
<td>Pituus cm**</td>
</tr>
<tr>
<td>S</td>
<td>48,5</td>
<td>67</td>
</tr>
<tr>
<td>M</td>
<td>51,5</td>
<td>69</td>
</tr>
<tr>
<td>L</td>
<td>54,5</td>
<td>71</td>
</tr>
<tr>
<td>XL</td>
<td>57,5</td>
<td>73</td>
</tr>
<tr>
<td>XXL</td>
<td>60,5</td>
<td>75</td>
</tr>
<tr>
<td>3XL</td>
<td>63,5</td>
<td>77</td>
</tr>
<tr>
<td>Tol+/-</td>
<td>1,5</td>
<td>1,5</td>
</tr>
</table>
<p>* Tuotteen reunasta reunaan hihojen alapuolelta</p>
<p>** Etupuolelta olkapään korkeimmasta kohdasta tuotteen alareunaan</p>"
"Club Pikee","Club-pikeessä yhdistyy muotoillun mallin istuvuus sekä kierrätetystä polyesteristä ja elastaanista valmistetun kankaan mukavuus ja hengittävyys. Pikee on täydellinen työvaate tai pelipaita harrastuksiin kuten golfiin tai tennikseen. Kosteus haihtuu kankaalta nopeasti ja pikee on helppo pestä ja huoltaa.

• 95 % kierrätettyä polyesteriä, 5 % elastaania
• Paino: 187 g/m²
• Sileä kaulus
• Hihansuuresorit
• Hieman muotoiltu malli
• Valmistusmaa Bangladesh
• Tullikoodi 61052010

Koot: S - 3XL (Black ja Navy S - 5XL)","<table>
<tr>
<td>Koko</td>
<td>Leveys cm*</td>
<td>Pituus cm**</td>
</tr>
<tr>
<td>S</td>
<td>50</td>
<td>68,5</td>
</tr>
<tr>
<td>M</td>
<td>53</td>
<td>71,5</td>
</tr>
<tr>
<td>L</td>
<td>56</td>
<td>74,5</td>
</tr>
<tr>
<td>XL</td>
<td>59</td>
<td>77,5</td>
</tr>
<tr>
<td>XXL</td>
<td>62</td>
<td>80,5</td>
</tr>
<tr>
<td>3XL</td>
<td>65</td>
<td>83,5</td>
</tr>
<tr>
<td>4XL</td>
<td>68</td>
<td>84,5</td>
</tr>
<tr>
<td>5XL</td>
<td>71</td>
<td>85,5</td>
</tr>
<tr>
<td>Tol+/-</td>
<td>1,5</td>
<td>1,5</td>
</tr>
</table>
<p>* Tuotteen reunasta reunaan 1 cm hihojen alapuolelta</p>
<p>** Olkapään korkeimmasta kohdasta tuotteen helmaan</p>"
"Cooldry Tee","Ainutlaatuinen CoolDry Tee on valmistettu pehmeästä, kevyestä ja hengittävästä kankaasta, joka siirtää ihon kosteuden paidan ulkopinnalle, josta se haihtuu nopeasti. Tässä huippuluokan T-paidassa on käytetty CoolDry-materiaalia maksimaalisen mukavuuden ja suorituskyvyn takaamiseksi.

• 95 % CoolDry-mikropolyesteriä, 5 % spandexia
• Paino: 160 g/m²
• Urheiluun sopiva muotoiltu malli
• CoolDry-materiaali siirtää ihon kosteuden paidan ulkopinnalle, josta se haihtuu nopeasti
• Pehmeä ja hengittävä materiaali
• Litteät hiertämättömät saumaompeleet
• Heijastava painatus sivussa
• Valmistusmaa Bangladesh
• Tullikoodi 61099020

Koot: S - 3XL","<table>
<tr>
<td>Koko</td>
<td>Leveys cm*</td>
<td>Pituus cm**</td>
</tr>
<tr>
<td>S</td>
<td>50</td>
<td>68</td>
</tr>
<tr>
<td>M</td>
<td>53</td>
<td>72</td>
</tr>
<tr>
<td>L</td>
<td>56</td>
<td>75</td>
</tr>
<tr>
<td>XL</td>
<td>59</td>
<td>77</td>
</tr>
<tr>
<td>XXL</td>
<td>62</td>
<td>80</td>
</tr>
<tr>
<td>3XL</td>
<td>65</td>
<td>82</td>
</tr>
<tr>
<td>Tol+/-</td>
<td>1,5</td>
<td>1,5</td>
</tr>
</table>
<p>* Leveys tuotteen reunasta reunaan hihojen alapuolelta</p>
<p>** Pituus olkapään korkeimmasta kohdasta alareunaan</p>"
